time_on_site,clicks,sentiment,recency,frequency,monetary,satisfaction,engagement_score,experience_score,buying_score,engagement_level,experience_level,buying_level
10.04406827,16,-0.347239762,24.97854839,3,191.8768218,3.978565101,47.1669891,47.16205301,47.16268384,High,High,High
4.36356349,15,-0.904522688,22.56749564,7,224.9044199,1.463297941,39.99790358,25.82360205,37.58996582,Medium,Low,Medium
12.49691188,14,-0.765263861,20.11655504,2,232.9958523,1.272021566,45.66482707,33.82588464,40.5634501,High,Medium,Medium
7.0750802,17,-0.454165169,17.40920941,4,207.5856844,2.774462274,46.02949478,45.11976135,45.31726879,High,High,High
16.0465296,17,0.698659547,27.81202568,4,221.2632944,3.566312394,47.74409197,53.2902635,47.74409197,High,High,High
6.962713888,7,-0.954168143,6.782463991,4,201.4697213,2.244656185,36.95360985,21.51042443,35.32759997,Medium,Low,Medium
5.074575667,19,-0.613753797,24.9716001,5,179.7387075,1.684722869,41.93110679,40.15913508,40.77867037,Medium,Medium,Medium
3.75820674,21,-0.196474439,22.96599029,8,202.6124896,2.911621887,38.10008865,49.07922959,38.10008865,Medium,High,Medium
5.781154629,10,-0.420121976,1.389108259,2,260.0636154,4.768409558,41.47760831,45.8380492,41.47760831,Medium,High,Medium
5.586593176,17,-0.062800394,24.23567184,5,166.3440135,4.834868587,43.15262587,49.90215341,43.15262587,Medium,High,Medium
17.48283983,11,0.999444994,8.850303297,3,171.2607647,2.821056686,42.69366364,24.23025852,42.69366364,Medium,Low,Medium
3.570213536,11,0.054095833,29.11887267,5,198.0151502,2.821992354,37.45687276,49.80579076,37.45687276,Medium,High,Medium
11.06558381,15,-0.539297055,29.33112537,7,205.4298562,3.962313028,46.45954467,43.02105568,44.03602344,High,Medium,Medium
4.131045092,10,0.848216401,10.67381564,10,221.6081854,4.423263377,39.29866864,68.95821001,39.29866864,Medium,High,Medium
2.865587819,16,-0.371733839,3.387025774,5,198.7343101,1.43320002,34.78060504,41.42885353,34.57509966,Medium,Medium,Medium
11.45548193,17,0.460308799,13.65420584,4,197.8114441,2.428993344,47.79142638,47.77384078,47.79142638,High,High,High
8.622944725,13,0.340502305,18.05436129,2,207.9696079,3.6971099,44.77728608,52.7278403,44.77728608,Medium,High,Medium
4.042794808,11,0.187058653,23.01986782,7,200.791902,2.339803335,39.02391625,47.62044539,39.02391625,Medium,High,Medium
10.26560489,15,0.366763375,25.26960966,1,198.3531602,2.11984508,46.45954467,45.70674392,45.6348995,High,High,High
4.666759465,10,-0.985651933,15.7321733,2,192.705654,4.383087952,40.85808502,18.289973,37.93813432,Medium,Low,Medium
4.996861509,18,0.049782512,23.47926317,4,190.5581055,1.165628204,41.73374236,41.76110756,38.58138845,Medium,Medium,Medium
6.059464991,12,-0.590956219,6.09512788,7,161.8817137,2.403976041,43.78985806,41.50518186,42.48730942,Medium,Medium,Medium
3.227445742,12,-0.393130757,3.172069352,2,200.6104101,1.030542141,36.21025029,40.49523801,34.72324718,Medium,Medium,Medium
9.997851884,14,-0.739728114,10.46403497,2,174.0055211,4.857330899,45.66482707,35.81115444,41.40877808,High,Medium,Medium
2.749917326,18,-0.596530349,29.78012304,5,188.5867979,3.766545346,34.29690513,41.32976007,34.29690513,Medium,Medium,Medium
3.864869242,27,-0.361249913,26.90375754,2,196.9521729,4.972498686,38.45329816,46.92964873,38.45329816,Medium,High,Medium
7.534929999,13,-0.635019795,15.00172339,7,154.8746297,2.411012208,44.77728608,40.04523084,42.22116345,Medium,Medium,Medium
3.412792345,12,0.210417786,9.458584405,8,215.174602,1.545082066,36.89654336,42.5307952,36.76427028,Medium,Medium,Medium
8.404341147,11,-0.76959123,28.67706041,3,190.6998588,2.468037555,42.69366364,34.3603823,39.96451471,Medium,Medium,Medium
9.525418756,13,0.066872659,5.131222816,3,212.5144185,1.826926862,44.77728608,44.19690994,42.87026829,Medium,Medium,Medium
6.695784377,15,-0.023791536,5.987103374,4,245.8046396,2.023684325,45.38380827,45.53982372,44.5992655,High,High,Medium
13.7350729,20,0.271907436,4.479276039,3,222.0997553,1.906471738,49.19343956,44.35697167,44.56067718,High,Medium,Medium
6.008391535,15,-0.351641619,5.999356339,4,186.7055401,1.216866544,44.06481727,40.95615838,39.81388836,Medium,Medium,Medium
6.454251845,19,0.618597286,3.408263484,2,200.5531936,3.844092452,44.94257958,55.63629684,44.94257958,Medium,High,Medium
12.40231696,17,-0.924933758,15.04172325,7,179.9834898,4.159347258,47.79142638,24.14986493,41.08836463,High,Low,Medium
10.13993316,14,0.825105131,18.62004212,4,195.4442483,2.058594661,45.66482707,36.36799144,44.96173132,High,Medium,Medium
7.24056532,14,0.786042174,15.78376287,2,214.3177805,4.315188299,45.66482707,65.05404516,45.66482707,High,High,High
4.854465702,14,-0.157777741,0.313208881,1,189.8459287,1.000363401,41.36356784,41.49733622,38.23180377,Medium,Medium,Medium
8.458449955,11,-0.123523803,23.85230392,4,216.4078124,1.007057255,42.69366364,41.56389807,38.9543805,Medium,Medium,Medium
6.963831714,19,-0.576472404,3.403388901,8,228.077897,4.995145607,45.84686718,41.95054941,43.3291047,High,Medium,Medium
11.40050521,14,0.37539316,0.114479493,5,177.8269269,1.763348657,45.66482707,43.01502959,42.71444087,High,Medium,Medium
8.616506361,11,0.681169683,23.35232445,3,232.2156417,3.40866334,42.69366364,51.74897821,42.69366364,Medium,High,Medium
4.278443689,14,-0.615361424,5.187647028,4,207.0057519,1.972811892,39.74606646,40.71715346,39.74606646,Medium,Medium,Medium
5.872389296,16,0.942331531,11.73887941,4,211.5044829,3.393722853,43.7788932,64.88027154,43.7788932,Medium,High,Medium
19.83493834,14,-0.945950579,17.32809935,2,198.4582757,1.968333732,43.57529512,22.28373603,37.0750412,Medium,Low,Medium
7.172688289,17,-0.390433119,21.59090613,7,243.0467783,3.97058314,46.18786848,46.41005888,46.18786848,High,High,High
5.697322404,15,0.364246714,6.734209098,4,180.3420562,2.788616508,43.39991067,49.68927815,43.39991067,Medium,High,Medium
9.336134466,18,0.895503861,2.764621974,7,186.8372538,3.325461766,48.33601186,56.66531786,48.33601186,High,High,High
7.949185568,16,-0.335529066,9.03096602,2,220.3023944,1.489991141,47.1669891,41.8380276,41.78023018,High,Medium,Medium
8.258941879,21,0.851750685,23.74325342,5,187.1976599,2.585956095,47.70987169,44.17418176,47.70987169,High,Medium,High
3.119845364,18,0.678521071,10.29776582,6,216.0995544,1.429994136,35.79789459,37.29821845,35.36516994,Medium,Medium,Medium
5.601660763,17,0.832671328,5.456952399,5,178.5479216,4.326605756,43.18652051,67.46831504,43.18652051,Medium,High,Medium
5.444609209,19,-0.588326721,27.06037435,1,176.3942925,2.120738493,42.82694792,41.58722412,42.1570312,Medium,Medium,Medium
9.044868042,14,0.504702595,14.05635224,6,199.2873841,1.143122825,45.66482707,39.63193657,40.32522702,High,Medium,Medium
3.736876211,21,-0.861164977,12.31461586,8,192.1030009,4.093960172,38.02844114,28.99239058,36.47194121,Medium,Low,Medium
10.75038353,12,-0.186318804,25.8306581,4,212.8320059,3.084709201,43.78985806,49.16990702,43.78985806,Medium,High,Medium
9.089907051,20,0.197287861,23.94159033,11,205.4534912,3.06109646,48.60683825,50.0265284,48.60683825,High,High,High
10.2431617,19,-0.819433858,15.06221013,3,185.2398971,2.948552322,48.80292004,31.63151685,41.84432949,High,Medium,Medium
6.836120199,12,0.88480611,18.27680652,3,214.1915323,3.257463392,43.78985806,52.76910571,43.78985806,Medium,High,Medium
6.250979135,12,-0.950587182,8.525518192,6,217.5290462,1.177422614,43.78985806,21.8509702,39.5203359,Medium,Low,Medium
12.69086458,16,-0.894532426,7.538613217,5,175.3678419,4.912219463,47.1669891,26.59792956,40.97178852,High,Low,Medium
12.29368762,19,-0.723358648,6.225077088,5,185.7916799,4.5448982,48.80292004,36.55554249,42.52601186,High,Medium,Medium
9.515338375,11,0.487756815,15.43886104,6,177.4938737,4.61208502,42.69366364,55.65419184,42.69366364,Medium,High,Medium
5.34187003,14,-0.201618636,27.46402583,8,207.7101228,1.463055639,42.58521171,42.23712778,39.9214892,Medium,Medium,Medium
10.31333557,21,0.107267171,2.049748947,4,263.8312379,1.334802891,49.50803966,42.03322117,41.97487898,High,Medium,Medium
10.32877646,10,0.181355006,28.59441472,7,173.2136534,4.395581711,41.47760831,50.78596363,41.47760831,Medium,High,Medium
2.788169118,14,0.399605544,22.9366655,5,218.6287209,1.242807937,34.45843083,40.70765723,33.64939942,Medium,Medium,Medium
9.92808062,15,0.645947157,23.59553834,6,189.2820113,4.419694103,46.45954467,60.34336881,46.45954467,High,High,High
5.278482044,17,-0.556970792,20.40423956,12,205.2067977,4.403353271,42.43401635,42.52454681,42.43401635,Medium,Medium,Medium
7.13385251,21,0.192242277,5.387631829,2,187.7851323,3.341236817,46.12505794,50.70418235,46.12505794,High,High,High
2.136574811,19,-0.04641899,28.90770931,4,197.9208785,4.658586276,31.48236248,49.94483537,31.48236248,Medium,High,Medium
8.080318805,18,-0.373163945,10.26495622,10,230.4276661,1.877138611,47.48767497,43.77962006,43.97302448,High,Medium,Medium
6.206001071,10,0.237894331,23.14525806,5,168.7038993,3.687939881,41.47760831,51.34130063,41.47760831,Medium,High,Medium
7.712707844,13,-0.027611908,22.44216768,6,197.1755846,1.343764004,44.77728608,42.12582717,40.42234227,Medium,Medium,Medium
17.6637559,10,0.176175537,28.0067473,3,240.7886912,3.278382155,41.47760831,50.47229803,41.47760831,Medium,High,Medium
8.931021893,11,-0.075494902,22.42209091,5,208.7686881,2.056331745,42.69366364,45.75674803,42.69366364,Medium,High,Medium
9.391397193,14,0.014701912,10.16517688,6,203.374234,3.879597972,45.66482707,50.00730245,45.66482707,High,High,High
6.897615305,11,-0.759505389,0.629431284,5,196.7158799,4.814298697,42.69366364,34.86429429,40.05246545,Medium,Medium,Medium
1.981588524,16,0.691754641,7.003240391,4,195.7387133,4.970154147,30.69761374,62.09978416,30.69761374,Unknown,High,Unknown
18.42154477,11,-0.878128288,19.80828119,5,184.7222874,1.434631094,42.69366364,27.8097602,39.24533401,Medium,Low,Medium
4.989451245,9,0.195044591,6.144377385,3,218.2750433,3.81253958,40.12785143,50.90797016,40.12785143,Medium,High,Medium
14.9311349,22,-0.205528016,15.94082752,4,209.2310145,2.445173777,49.73320375,48.24658138,48.21537327,High,High,High
4.014510537,15,-0.603118624,21.18759169,2,188.1724031,4.909608924,38.93459948,41.11886342,38.93459948,Medium,Medium,Medium
13.01830765,23,-0.115493203,6.104707142,8,191.4224608,3.332873347,49.90717189,49.67566857,49.67766018,High,High,High
5.181352122,13,-0.139500788,14.48074242,4,217.922006,1.503140083,42.19656975,42.52048712,39.90811861,Medium,Medium,Medium
5.641092127,16,0.128081783,17.7095177,4,212.3450147,3.387167976,43.27485294,50.39795536,43.27485294,Medium,High,Medium
20.16842654,10,-0.55072866,29.23304684,3,187.1688719,4.183433726,39.62667199,42.70190574,39.62667199,Medium,Medium,Medium
3.976795595,10,0.415891636,4.957603034,5,209.4504523,1.873443124,38.81469783,43.53893645,38.81469783,Medium,Medium,Medium
7.713994349,13,0.682789652,21.56239086,9,195.1909625,4.090623412,44.77728608,59.61971485,44.77728608,Medium,High,Medium
9.800096214,16,0.395318497,3.139920119,9,210.6024762,3.557125767,47.1669891,51.99457858,47.1669891,High,High,High
5.907467482,16,0.713962875,3.134252218,1,224.8041394,1.532163266,43.85324812,36.74696974,40.79738757,Medium,Medium,Medium
8.843794072,16,-0.002275281,6.098499043,7,187.6349651,3.934684263,47.1669891,49.99886996,47.1669891,High,High,High
6.890044163,11,-0.994153858,19.591383,6,216.1024556,1.970988103,42.69366364,17.3423633,38.95482503,Medium,Low,Medium
5.024704362,16,0.18562986,24.11988408,7,202.9438514,1.166029452,41.80507076,41.54427587,38.621622,Medium,Medium,Medium
3.318456634,16,0.972945663,17.49674344,6,135.3292624,1.69463881,36.55095153,21.41711969,36.55095153,Medium,Low,Medium
3.290412257,14,-0.360469366,24.86361592,8,205.6591075,1.693752982,36.44673423,42.68195694,36.44673423,Medium,Medium,Medium
10.32408065,15,0.991825254,11.49151139,7,226.3387367,3.192751221,46.45954467,72.00255063,46.45954467,High,High,High
6.739032195,23,-0.683623357,18.37217305,3,250.3386255,3.488176285,45.46043162,38.22796301,41.88465452,High,Medium,Medium
6.833120291,9,-0.897576888,9.503232674,5,190.8038259,2.394719025,40.12785143,26.36440547,37.70033125,Medium,Low,Medium
12.28355818,20,-0.335634589,1.929219502,5,236.3659547,2.545355222,49.19343956,47.34841324,47.55303303,High,High,High
5.955905367,16,-0.248873255,14.71992886,5,177.8556756,1.444094211,43.95531103,42.02750533,40.45351004,Medium,Medium,Medium
7.700639717,13,-0.162890625,29.37874907,3,200.6231502,2.254561588,44.77728608,47.08241349,44.77728608,Medium,High,Medium
7.099845003,17,0.068533949,15.84608101,7,177.7454914,3.65290368,46.0698377,50.117286,46.0698377,High,High,High
6.930013897,15,-0.276128718,14.59594752,7,197.2948783,1.283626255,45.78952385,41.46027239,40.6375619,High,Medium,Medium
8.435690698,14,0.660158107,13.56839849,3,184.3034077,4.958306208,45.66482707,60.86530171,45.66482707,High,High,High
4.42318628,17,-0.503238065,20.24268599,7,193.6836534,3.454224769,40.17137322,43.96630581,40.17137322,Medium,Medium,Medium
3.734011415,15,0.182604701,12.22546672,3,224.2928785,4.613120362,38.01879354,50.7970625,38.01879354,Medium,High,Medium
6.201184513,15,0.333260251,27.55276855,3,150.295274,2.917815647,44.45443201,49.95265419,44.45443201,Medium,High,Medium
4.952067397,11,-0.253223775,5.164291238,5,202.5538145,3.293927243,41.61827653,48.48197436,41.61827653,Medium,High,Medium
11.57137319,22,-0.587698623,10.17525352,4,200.925076,1.101831552,49.74641232,38.4241526,41.63932198,High,Medium,Medium
10.71116549,12,0.600640885,1.0043758,5,195.1082431,2.075496135,43.78985806,43.72461136,43.78985806,Medium,Medium,Medium
3.669609848,12,-0.293672808,26.22579738,3,189.428969,2.955496735,37.80032767,47.96580585,37.80032767,Medium,High,Medium
2.454796585,12,-0.484200272,22.84833963,0,204.7615579,3.0620876,32.99753184,44.43130358,32.99753184,Medium,Medium,Medium
9.199389181,13,0.524609396,2.904615585,3,173.4217967,3.101433804,44.77728608,50.0903158,44.77728608,Medium,High,Medium
12.23374604,17,-0.142765594,16.7931981,7,172.5931831,2.846640109,47.79142638,49.5086874,47.79142638,High,High,High
5.730431782,15,0.534819077,18.55111662,7,181.6184978,2.673197319,43.47305824,49.1306516,43.47305824,Medium,High,Medium
5.00194064,19,0.478810933,16.77521231,6,184.6790033,2.117957816,41.74677927,45.22126754,41.74677927,Medium,High,Medium
3.597200763,15,-0.96478841,3.032609981,3,195.2929057,1.940126353,37.55097723,20.47143787,35.74934035,Medium,Low,Medium
5.771020699,14,0.453322614,16.21748873,5,209.3457608,3.280347225,43.56187329,50.58227437,43.56187329,Medium,High,Medium
6.311200571,12,-0.586995994,6.480981881,3,203.6539021,3.816062591,43.78985806,41.62857342,42.54527396,Medium,Medium,Medium
6.023454625,12,0.297254704,22.63114517,8,214.6391405,1.431203249,43.78985806,41.79716994,40.33532778,Medium,Medium,Medium
7.949982998,13,-0.360412756,4.619156167,6,232.4316219,4.918033733,44.77728608,46.94411359,44.77728608,Medium,High,Medium
4.778901592,20,0.056660323,0.922721114,4,211.5528789,2.681419587,41.1628507,49.40470223,41.1628507,Medium,High,Medium
3.090195165,10,0.091104539,25.19658763,6,215.2738899,4.063220284,35.6824681,50.20428353,35.6824681,Medium,High,Medium
5.108160565,8,0.687515477,10.14120553,7,175.8590146,1.918432271,38.62709366,40.33865856,38.62709366,Medium,Medium,Medium
5.512945754,14,-0.120740334,19.66859742,10,201.0036724,3.596971367,42.98559155,49.64733312,42.98559155,Medium,High,Medium
5.645502282,16,-0.981100916,13.58171548,5,221.4903021,4.533571335,43.28469951,18.78101427,39.25026977,Medium,Low,Medium
9.974923139,19,0.484672749,0.914951759,7,209.8015554,2.797770588,48.80292004,49.67871381,48.80292004,High,High,High
11.51223675,9,0.176091821,17.28980657,6,202.7282006,4.795995736,40.12785143,50.74249583,40.12785143,Medium,High,Medium
8.713870855,19,0.562528802,6.232104222,2,208.4219936,1.328331095,48.22846504,39.30973161,41.58029322,High,Medium,Medium
7.273439222,16,-0.241359812,4.704829253,6,209.017584,4.821206828,46.34611662,48.62015453,46.34611662,High,High,High
7.967067769,16,0.708619432,13.29296308,4,193.8644226,4.102450773,47.1669891,60.45799321,47.1669891,High,High,High
6.355037046,25,0.939210082,4.932183839,6,193.1847785,2.354622319,44.75372213,30.81035681,44.75372213,Medium,Unknown,Medium
3.806129128,16,-0.710313714,5.457350688,4,218.5615514,2.432225381,38.25987301,37.12475214,37.9298727,Medium,Medium,Medium
11.05182642,13,0.88366438,11.67042042,4,208.4387186,2.884202025,44.77728608,49.62378436,44.77728608,Medium,High,Medium
6.418865577,16,-0.0900343,3.060349056,5,188.7049086,3.138572952,44.87549702,49.80035342,44.87549702,Medium,High,Medium
10.08324163,7,0.522090155,5.092385847,4,244.8077539,4.447134192,36.95360985,56.51705762,36.95360985,Medium,High,Medium
2.812994506,14,-0.974016623,9.087192921,5,208.4823947,3.624758571,34.56242449,19.53079322,33.43079138,Medium,Low,Medium
2.563039207,13,0.514079139,14.7724076,3,191.6336524,4.405787258,33.48535107,56.30921893,33.48535107,Medium,High,Medium
8.918742435,20,-0.377505184,10.76038531,4,198.3876726,1.181135746,48.44040503,40.73962319,41.34061153,High,Medium,Medium
7.482274193,9,0.424877833,17.14469248,3,195.0492079,3.403102616,40.12785143,51.12872739,40.12785143,Medium,High,Medium
2.642497516,14,-0.68612612,3.047055412,7,223.9038885,3.420811523,33.83470097,38.12781193,33.83470097,Medium,Medium,Medium
15.62929316,16,0.60967929,2.227985087,6,180.2097299,1.465531512,47.1669891,39.03140589,41.68535077,High,Medium,Medium
7.980429601,11,-0.558660059,2.576081418,7,195.229384,1.201059096,42.69366364,39.04326601,39.15367754,Medium,Medium,Medium
